Year,Month,Day,Hour,GOES_Num,Direction,URL,Date
1996,9,7,0,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.07.0000.v01.nc,1996-09-07
1996,9,7,6,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.07.0600.v01.nc,1996-09-07
1996,9,7,12,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.07.1200.v01.nc,1996-09-07
1996,9,7,18,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.07.1800.v01.nc,1996-09-07
1996,9,8,0,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.08.0000.v01.nc,1996-09-08
1996,9,8,6,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.08.0600.v01.nc,1996-09-08
1996,9,8,12,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.08.1200.v01.nc,1996-09-08
1996,9,8,18,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.08.1800.v01.nc,1996-09-08
1996,9,9,0,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.09.0000.v01.nc,1996-09-09
1996,9,9,6,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.09.0600.v01.nc,1996-09-09
1996,9,9,11,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.09.1100.v01.nc,1996-09-09
1996,9,9,11,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.09.1100.v01.nc,1996-09-09
1996,9,12,11,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.12.1100.v01.nc,1996-09-12
1996,9,12,11,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.12.1100.v01.nc,1996-09-12
1996,9,12,12,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.12.1200.v01.nc,1996-09-12
1996,9,12,12,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.12.1200.v01.nc,1996-09-12
1996,9,13,1,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.13.0100.v01.nc,1996-09-13
1996,9,13,1,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.13.0100.v01.nc,1996-09-13
1996,9,13,1,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.13.0100.v01.nc,1996-09-13
1996,9,13,1,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.13.0100.v01.nc,1996-09-13
1996,9,14,11,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.14.1100.v01.nc,1996-09-14
1996,9,14,11,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.14.1100.v01.nc,1996-09-14
1996,9,14,12,9,west,https://www.ncei.noaa.gov/data/gridsat-goes/access/goes/1996/09/GridSat-GOES.goes09.1996.09.14.1200.v01.nc,1996-09-14
